,0
TCGA_S4_A8RP,0.5630032258064518
TCGA_IB_A6UG,0.53159
TCGA_US_A776,0.23683333333333334
TCGA_FZ_5926,0.5753741935483871
TCGA_HZ_A8P1,0.5470354838709678
TCGA_HZ_8636,0.5286387096774193
TCGA_IB_AAUO,0.5607838709677418
TCGA_RL_AAAS,0.5891677419354839
TCGA_IB_7887,0.5446032258064516
TCGA_IB_AAUS,0.6123935483870968
TCGA_Q3_AA2A,0.5483193548387096
TCGA_IB_7885,0.5620741935483872
TCGA_YY_A8LH,0.5646709677419355
TCGA_FB_AAPS,0.5439677419354838
TCGA_H6_8124_11,0.6335129032258066
TCGA_FZ_5923_11,0.6028580645161291
TCGA_3E_AAAZ,0.5099516129032258
TCGA_YB_A89D,0.5948709677419355
TCGA_FZ_5926_11,0.586909677419355
TCGA_2L_AAQL,0.5604806451612903
TCGA_3A_A9IL,0.4993677419354838
TCGA_HV_A7OP,0.48508709677419354
TCGA_IB_7651,0.4906645161290322
TCGA_FZ_5922_11,0.6274451612903226
TCGA_HZ_8637,0.5136548387096775
TCGA_YB_A89D_11,0.6138870967741934
TCGA_FZ_5920,0.6004064516129034
TCGA_HZ_7922,0.5133870967741935
TCGA_FZ_5924_11,0.6057064516129033
TCGA_IB_AAUU,0.5145258064516129
TCGA_HZ_7918,0.5844225806451613
TCGA_2L_AAQA,0.5110258064516129
TCGA_FZ_5923,0.5880451612903225
TCGA_IB_7644,0.4314967741935483
TCGA_IB_AAUN,0.5462193548387098
TCGA_F2_A8YN,0.45436774193548385
TCGA_F2_6879,0.5333064516129034
TCGA_IB_7654,0.5384967741935484
TCGA_IB_7888,0.5907419354838709
TCGA_IB_7646,0.5383064516129032
TCGA_IB_AAUT,0.6006387096774194
TCGA_IB_A6UF,0.5323033333333334
TCGA_S4_A8RO,0.5139483870967742
TCGA_3A_A9IC,0.4981741935483871
TCGA_3A_A9IO,0.4240966666666667
TCGA_IB_AAUM,0.5793612903225805
TCGA_F2_7276,0.6002225806451613
TCGA_IB_7889,0.584025806451613
TCGA_HZ_8317,0.5898870967741936
TCGA_HZ_8519,0.6082129032258065
TCGA_HV_A7OL,0.5448290322580646
TCGA_HZ_8638,0.6038645161290324
TCGA_HZ_7919,0.4946741935483871
TCGA_3A_A9I9,0.536951612903226
TCGA_FB_A7DR,0.5715580645161289
TCGA_S4_A8RM,0.5401096774193549
TCGA_HZ_A77O,0.5234612903225806
TCGA_HZ_8315,0.5306516129032258
TCGA_LB_A9Q5,0.5997354838709678
TCGA_HZ_7289,0.36650645161290324
TCGA_IB_A7M4,0.48924193548387107
TCGA_HZ_7924,0.5889354838709677
TCGA_IB_7649,0.5536096774193549
TCGA_3A_A9I7,0.5243451612903226
TCGA_F2_A7TX,0.5273290322580645
TCGA_FZ_5920_11,0.6138300000000001
TCGA_IB_7647,0.6007354838709675
TCGA_RB_A7B8,0.4833387096774193
TCGA_IB_AAUP,0.5958000000000001
TCGA_XN_A8T5,0.6193129032258066
TCGA_XN_A8T3,0.5493290322580646
TCGA_H6_8124,0.4729548387096774
TCGA_IB_7886,0.46479677419354837
TCGA_F2_6880,0.6087516129032258
TCGA_L1_A7W4,0.5550419354838709
TCGA_3A_A9I5,0.5576387096774194
TCGA_IB_AAUR,0.6230129032258065
TCGA_HZ_A77P,0.5534225806451614
TCGA_F2_7273,0.6032580645161291
TCGA_3E_AAAY,0.5984838709677418
TCGA_FZ_5922,0.5901903225806452
TCGA_2L_AAQM,0.3059258064516128
TCGA_IB_AAUV,0.5729935483870968
TCGA_HZ_7926,0.576
TCGA_FZ_5919_11,0.6192903225806451
TCGA_IB_AAUW,0.6001354838709677
TCGA_IB_8127,0.5697032258064516
TCGA_HZ_A8P0,0.503616129032258
TCGA_IB_A7LX,0.5350838709677419
TCGA_LB_A7SX,0.4677645161290322
TCGA_HZ_A77Q,0.5756064516129031
TCGA_3A_A9IR,0.6338548387096775
TCGA_FZ_5924,0.548232258064516
TCGA_FZ_5919,0.5638741935483871
TCGA_HZ_7925,0.5713709677419355
TCGA_IB_7652,0.5889935483870968
TCGA_YH_A8SY,0.4883322580645161
TCGA_LB_A8F3,0.614741935483871
TCGA_IB_8126,0.6219709677419354
TCGA_HZ_7923,0.604058064516129
TCGA_US_A77E,0.46378709677419355
TCGA_FB_AAQ0,0.4602600000000001
TCGA_RB_AA9M,0.6042
TCGA_FB_AAQ6,0.52151
TCGA_HZ_A9TJ,0.4759633333333333
TCGA_HZ_8001,0.570183870967742
TCGA_H6_A45N,0.5979419354838709
TCGA_H8_A6C1,0.5217709677419355
TCGA_US_A774,0.5361806451612904
TCGA_HV_A5A5,0.6085193548387096
TCGA_2J_AABI,0.5147903225806453
TCGA_3A_A9IU,0.46635806451612904
TCGA_FB_A4P6,0.650916129032258
TCGA_2J_AABU,0.4382516129032258
TCGA_HV_A5A3_11,0.6246516129032258
TCGA_IB_A5SP,0.49885666666666667
TCGA_HZ_A49H,0.5966548387096774
TCGA_FB_AAPZ,0.5922612903225807
TCGA_2J_AAB6,0.4321193548387096
TCGA_2J_AABP,0.5652451612903227
TCGA_2J_AABV,0.572816129032258
TCGA_3A_A9J0,0.475458064516129
TCGA_US_A77J,0.6131499999999999
TCGA_IB_AAUQ,0.4585821428571429
TCGA_IB_A5SS,0.47005806451612914
TCGA_3A_A9IV,0.3513758620689655
TCGA_IB_A5SO,0.5403225806451613
TCGA_FB_A4P5,0.5647548387096775
TCGA_OE_A75W,0.4966612903225806
TCGA_IB_A5SQ,0.5583032258064516
TCGA_F2_A44H,0.5893225806451612
TCGA_2L_AAQE,0.4233967741935485
TCGA_HZ_A49G,0.6011161290322581
TCGA_XD_AAUI,0.5141633333333333
TCGA_XD_AAUH,0.5921677419354838
TCGA_HV_AA8X,0.5895451612903224
TCGA_2J_AABT,0.5328709677419354
TCGA_XD_AAUG,0.5500032258064517
TCGA_FB_AAPY,0.5230774193548388
TCGA_US_A77G,0.530383870967742
TCGA_2L_AAQJ,0.497883870967742
TCGA_2J_AAB4,0.5290774193548387
TCGA_H6_A45N_11,0.6338612903225808
