Ensembl_id,HGNC_symbol,T-statistic,P-value,Adjusted P-value
ENSG00000183580,FBXL7,9.25673712612254,2.1427458296879296e-16,7.44273685342038e-14
ENSG00000240771,ARHGEF25,9.201180948896218,2.164706268353347e-16,7.44273685342038e-14
ENSG00000173068,BNC2,9.127394048025005,2.4758669483683694e-16,8.188604159761491e-14
ENSG00000243244,STON1,9.109771074361344,2.7011724060780514e-16,8.840712187392956e-14
ENSG00000138185,ENTPD1,9.126715080005464,2.7807467861978125e-16,9.007326187869616e-14
ENSG00000081189,MEF2C,9.160786270140807,2.810195228614994e-16,9.009830008477868e-14
ENSG00000112208,BAG2,9.052046486808445,2.99690403998945e-16,9.511386357219043e-14
ENSG00000124491,F13A1,9.196862429507416,3.0548308689543956e-16,9.581054179169383e-14
ENSG00000206052,DOK6,9.103908114798896,3.099543655805321e-16,9.581054179169383e-14
ENSG00000112078,KCTD20,9.065365399862976,3.110335857018705e-16,9.581054179169383e-14
ENSG00000262655,SPON1,9.032913932390109,3.729414795570273e-16,1.1376525522021163e-13
ENSG00000102383,ZDHHC15,9.269456072280843,3.860405691564207e-16,1.1662879502783402e-13
ENSG00000146374,RSPO3,9.002266760888093,4.029506126619076e-16,1.2057817380797274e-13
ENSG00000143344,RGL1,9.024136090689865,4.097605924285204e-16,1.2145922466135953e-13
ENSG00000114200,BCHE,9.032341127491268,4.153829556045024e-16,1.2197506976722865e-13
ENSG00000166086,JAM3,9.095877441726762,4.218116809064117e-16,1.2271595383406904e-13
ENSG00000184785,SMIM10,9.184269884794878,4.913647865608281e-16,1.4163928067652496e-13
ENSG00000130224,LRCH2,9.149034992846774,5.065082569130664e-16,1.4467717665644132e-13
ENSG00000172403,SYNPO2,8.947507426918282,5.598819097228761e-16,1.5706687145975687e-13
ENSG00000101265,RASSF2,8.969844891644424,5.559563940162812e-16,1.5706687145975687e-13
ENSG00000106823,ECM2,8.985062285802988,6.19895820949878e-16,1.6976679033306775e-13
ENSG00000182463,TSHZ2,9.074748462301413,6.321678697953192e-16,1.6976679033306775e-13
ENSG00000137727,ARHGAP20,9.052315324760945,6.220653515407442e-16,1.6976679033306775e-13
ENSG00000117114,ADGRL2,9.145677840157468,6.173131034075353e-16,1.6976679033306775e-13
ENSG00000177098,SCN4B,8.935189013541951,6.305858630132603e-16,1.6976679033306775e-13
ENSG00000162520,SYNC,8.94172885823722,6.38569682587873e-16,1.700327070077201e-13
ENSG00000109099,PMP22,8.994935134742082,6.604647194963374e-16,1.7438488644180606e-13
ENSG00000102935,ZNF423,8.996646276226695,6.682477237139643e-16,1.7496952899243967e-13
ENSG00000166292,TMEM100,8.93169887941241,7.293570370811015e-16,1.8939171987676204e-13
ENSG00000169826,CSGALNACT2,8.978197963843554,7.764745048506859e-16,1.9997400772466027e-13
ENSG00000182636,NDN,9.011571207381142,8.029156683937e-16,2.0510252277178904e-13
ENSG00000049540,ELN,8.873762573578013,8.404847877584569e-16,2.1296800025298964e-13
ENSG00000147100,SLC16A2,8.954791061965638,8.828068369854783e-16,2.2190232654466985e-13
ENSG00000129675,ARHGEF6,8.994048583431846,8.95550256542099e-16,2.233189607980377e-13
ENSG00000019991,HGF,8.895234780424143,9.68951634251828e-16,2.378473464702534e-13
ENSG00000108387,SEPTIN4,8.89173057002819,9.635536020964152e-16,2.378473464702534e-13
ENSG00000112562,SMOC2,8.843989685240036,9.857192863302446e-16,2.400875967170255e-13
ENSG00000111452,ADGRD1,8.875032523300147,1.1300098700587832e-15,2.731146932095921e-13
ENSG00000184347,SLIT3,8.83369200348138,1.1422495185120315e-15,2.7396549520342007e-13
ENSG00000134901,POGLUT2,8.89209493617953,1.2099028168909868e-15,2.8799353414177883e-13
ENSG00000139278,GLIPR1,8.914818153372325,1.2202734126180619e-15,2.8827812499593613e-13
ENSG00000011465,DCN,8.812144905403795,1.2415948102145746e-15,2.9072275959036794e-13
ENSG00000031081,ARHGAP31,8.873736114316161,1.249127070168672e-15,2.9072275959036794e-13
ENSG00000117643,MAN1C1,8.887035882529556,1.3599981840646762e-15,3.1419958046553034e-13
ENSG00000118762,PKD2,8.922117299759023,1.400313225230985e-15,3.2115212800552957e-13
ENSG00000197380,DACT3,8.796111707196166,1.4954217062816586e-15,3.404793479084762e-13
ENSG00000112210,RAB23,8.92331695741004,1.5069247001182153e-15,3.4063002933607426e-13
ENSG00000185565,LSAMP,8.762739385383977,1.6556979834980925e-15,3.715859331536433e-13
ENSG00000100842,EFS,8.878969829410169,1.814798468256503e-15,4.044040274653853e-13
ENSG00000127990,SGCE,8.86592175718997,1.858661851159956e-15,4.11261657489055e-13
ENSG00000115896,PLCL1,8.86271689565343,1.9639082850958694e-15,4.315104777462393e-13
ENSG00000127920,GNG11,8.749376295995287,2.0128395980278196e-15,4.391904178474589e-13
ENSG00000113273,ARSB,8.79292601037247,2.0750595087818184e-15,4.496439294201706e-13
ENSG00000004776,HSPB6,8.730644525583925,2.2304483977500524e-15,4.800047168308674e-13
ENSG00000072952,IRAG1,8.714649108953909,2.384841870789124e-15,5.097396706135665e-13
ENSG00000150347,ARID5B,8.736197845552665,2.4101025610759386e-15,5.116582599257162e-13
ENSG00000144649,GASK1A,8.712818259822214,2.482997828938605e-15,5.235959180218186e-13
ENSG00000156466,GDF6,8.83550982913191,2.5713247103839683e-15,5.386068160017619e-13
ENSG00000171016,PYGO1,8.739773475273354,2.6094803550282825e-15,5.429792897681367e-13
ENSG00000121005,CRISPLD1,8.749014720757673,2.816200229980935e-15,5.821382317500064e-13
ENSG00000081087,OSTM1,8.741960907036786,2.8717656445968105e-15,5.878392800058568e-13
ENSG00000114853,ZBTB47,8.785402219430779,2.8811982533705264e-15,5.878392800058568e-13
ENSG00000176293,ZNF135,8.850110475033464,2.9860496741473014e-15,6.053011662045692e-13
ENSG00000168060,NAALADL1,8.801716406195716,3.0685724417187757e-15,6.180419623000251e-13
ENSG00000171451,DSEL,8.695743146324093,3.102581037653986e-15,6.209114407840015e-13
ENSG00000116678,LEPR,8.691490457842214,3.2462847300977922e-15,6.455586469599534e-13
ENSG00000167552,TUBA1A,8.786977886120754,3.3857375982780773e-15,6.690558197352025e-13
ENSG00000152661,GJA1,8.673150982861804,3.4494684688030597e-15,6.773893705612009e-13
ENSG00000079308,TNS1,8.673625052618052,3.4870054482983804e-15,6.805075228915224e-13
ENSG00000172935,MRGPRF,8.642443735668932,3.5389992733647358e-15,6.863910936365432e-13
ENSG00000131471,AOC3,8.67654893774113,3.569118907910703e-15,6.879859882610693e-13
ENSG00000137801,THBS1,8.656834995387953,3.722207032934629e-15,7.089890551356062e-13
