Ensembl_id,HGNC_symbol,T-statistic,P-value,Adjusted P-value
ENSG00000214145,LINC00887,6.7953889349575,2.0595032491790346e-10,1.4339152576885764e-07
ENSG00000119547,ONECUT2,6.86013342575363,2.2208533945614938e-10,1.4339152576885764e-07
ENSG00000123685,BATF3,6.821377688132074,2.285843121322538e-10,1.4451290699927862e-07
ENSG00000135074,ADAM19,6.8089925864557,2.355971410443321e-10,1.4590675188023064e-07
ENSG00000106483,SFRP4,6.748207873253897,2.509094180976568e-10,1.5228194403182988e-07
ENSG00000162946,DISC1,6.827183854265526,2.7225615112584654e-10,1.619977482757831e-07
ENSG00000184828,ZBTB7C,6.732935312832987,3.0881865331932583e-10,1.802194394928512e-07
ENSG00000171357,LURAP1,6.702257845829758,3.5006783715707986e-10,1.8637120326962712e-07
ENSG00000149090,PAMR1,6.74191725954106,3.278227609106955e-10,1.8637120326962712e-07
ENSG00000128917,DLL4,6.7422504231827896,3.366753553665784e-10,1.8637120326962712e-07
ENSG00000179583,CIITA,6.780273635025021,3.410277081985355e-10,1.8637120326962712e-07
ENSG00000099953,MMP11,6.72171013656081,3.4500658784013773e-10,1.8637120326962712e-07
ENSG00000082175,PGR,6.665504959175517,4.0473073684110053e-10,2.1175791276172477e-07
ENSG00000091844,RGS17,6.737187326095641,4.5490030018595257e-10,2.3397295778716808e-07
ENSG00000130224,LRCH2,6.6425833467548445,4.836929517894567e-10,2.4463577191671423e-07
ENSG00000120278,PLEKHG1,6.7132729174684265,5.374321702844852e-10,2.673592891713605e-07
ENSG00000254838,GVINP1,6.614808830847164,5.475697109924336e-10,2.680088782221998e-07
ENSG00000176788,BASP1,6.644306335804302,5.69755954147777e-10,2.730739955517098e-07
ENSG00000113555,PCDH12,6.590862979006502,5.886611070763139e-10,2.730739955517098e-07
ENSG00000151715,TMEM45B,6.626930857797033,6.011159130337483e-10,2.730739955517098e-07
ENSG00000112299,VNN1,6.59122255513094,6.027259455588152e-10,2.730739955517098e-07
ENSG00000140511,HAPLN3,6.64380650873438,6.029116754091002e-10,2.730739955517098e-07
ENSG00000057657,PRDM1,6.642391778878882,6.210037764154268e-10,2.771320676338609e-07
ENSG00000175879,HOXD8,6.66245908147086,6.369800086109499e-10,2.801419614682302e-07
ENSG00000124772,CPNE5,6.562028194445191,7.032021975589382e-10,3.005545617904724e-07
ENSG00000102780,DGKH,6.680584155029576,7.017733524564492e-10,3.005545617904724e-07
ENSG00000214021,TTLL3,6.559231262102998,7.422563635259848e-10,3.1284043899388246e-07
ENSG00000152661,GJA1,6.676799596821335,7.530922008786516e-10,3.1305939627210357e-07
ENSG00000172578,KLHL6,6.557579216627365,7.649072536168127e-10,3.1367399348994324e-07
ENSG00000121898,CPXM2,6.603197093835625,7.867321757969453e-10,3.18322328089788e-07
ENSG00000135318,NT5E,6.60839191037041,8.028857393766607e-10,3.2058382430426506e-07
ENSG00000167157,PRRX2,6.553012649591457,8.490855426519265e-10,3.346279204846151e-07
ENSG00000118849,RARRES1,6.546925390446416,9.067007720886259e-10,3.5275309781796716e-07
ENSG00000120693,SMAD9,6.637359697326206,9.186603601964728e-10,3.528818644369894e-07
ENSG00000116132,PRRX1,6.581957802387561,9.76139185450885e-10,3.70273996521157e-07
ENSG00000141527,CARD14,6.522444594539891,1.0633729831440985e-09,3.983841548949483e-07
ENSG00000099985,OSM,6.563100138237013,1.090665626553343e-09,4.036260866266799e-07
ENSG00000169604,ANTXR1,6.544190974442097,1.1904567181449386e-09,4.3524818757622055e-07
ENSG00000161940,BCL6B,6.498406663505069,1.320780391935048e-09,4.715341385136584e-07
ENSG00000101134,DOK5,6.46590451819609,1.3202187679009284e-09,4.715341385136584e-07
ENSG00000151468,CCDC3,6.477343266807832,1.3877071263056091e-09,4.896669820333723e-07
ENSG00000182742,HOXB4,6.450476862525929,1.6627827286651717e-09,5.669528616188011e-07
ENSG00000186340,THBS2,6.449299574099712,1.6564758681030164e-09,5.669528616188011e-07
ENSG00000185697,MYBL1,6.484256481879555,1.6575057360481385e-09,5.669528616188011e-07
ENSG00000187634,SAMD11,6.415416411718762,1.7704415957015963e-09,5.73098780150075e-07
ENSG00000196126,HLA-DRB1,6.3837649573238195,1.7331776290791664e-09,5.73098780150075e-07
ENSG00000135917,SLC19A3,6.539526599616253,1.723768504816832e-09,5.73098780150075e-07
ENSG00000269226,TMSB15C,6.418605601940951,1.7752351326074952e-09,5.73098780150075e-07
ENSG00000176678,FOXL1,6.425138258601131,1.7559656560937363e-09,5.73098780150075e-07
ENSG00000131480,AOC2,6.443963810471158,1.8478422423972413e-09,5.746648409059536e-07
ENSG00000091879,ANGPT2,6.370872964464983,1.855834522137463e-09,5.746648409059536e-07
ENSG00000272168,CASC15,6.405653240820266,1.8233871588069587e-09,5.746648409059536e-07
ENSG00000132703,APCS,6.378939516679073,1.8491207456022514e-09,5.746648409059536e-07
ENSG00000231690,LINC00574,6.4094506904528945,1.9227304974522194e-09,5.834717967568505e-07
ENSG00000125384,PTGER2,6.3993410764157606,1.908418138493086e-09,5.834717967568505e-07
ENSG00000203727,SAMD5,6.358519171368528,2.0300046447272026e-09,6.039462838126635e-07
ENSG00000000971,CFH,6.498900974459861,2.011603099195662e-09,6.039462838126635e-07
ENSG00000151617,EDNRA,6.389327366967408,2.0582408385671947e-09,6.064017134675737e-07
ENSG00000204381,LAYN,6.426843424756859,2.1245181732944725e-09,6.199098892960967e-07
ENSG00000177374,HIC1,6.387700686398438,2.224872526215807e-09,6.430093493385226e-07
ENSG00000140297,GCNT3,6.350093201767373,2.308306052664136e-09,6.608288252277912e-07
ENSG00000116991,SIPA1L2,6.423034346701587,2.528622550850063e-09,7.138308715649778e-07
ENSG00000188483,IER5L,6.373209895466485,2.5404908102885916e-09,7.138308715649778e-07
ENSG00000155760,FZD7,6.397111664152225,2.787663309928207e-09,7.621119892169492e-07
ENSG00000189184,PCDH18,6.381780000806544,2.763406164619541e-09,7.621119892169492e-07
ENSG00000206432,TMEM200C,6.32290818858332,2.744991274509827e-09,7.621119892169492e-07
ENSG00000154016,GRAP,6.3301823701597,2.8252148617027816e-09,7.654818767252912e-07
ENSG00000160013,PTGIR,6.395895668978425,2.882729367572836e-09,7.741531450297814e-07
ENSG00000163083,INHBB,6.300639252773745,3.017611301308556e-09,7.962820221696474e-07
ENSG00000187955,COL14A1,6.319690859228046,2.9970983555146976e-09,7.962820221696474e-07
ENSG00000185338,SOCS1,6.3264633457604535,3.174684384163293e-09,8.305083820846491e-07
ENSG00000149633,KIAA1755,6.273859335194233,3.489307248721553e-09,8.97343370929697e-07
ENSG00000184156,KCNQ3,6.246745878815327,3.471924513615938e-09,8.97343370929697e-07
ENSG00000121297,TSHZ3,6.35041976446651,3.55760268253646e-09,9.07218579867659e-07
ENSG00000005339,CREBBP,6.245653244952009,3.5934565289037203e-09,9.087252652176025e-07
ENSG00000167100,SAMD14,6.256870548851965,3.7176953007258483e-09,9.323734016184015e-07
ENSG00000108511,HOXB6,6.3004740595977005,3.80063193741959e-09,9.453604653519254e-07
ENSG00000156103,MMP16,6.234829334159369,3.8931073693160876e-09,9.60489725441187e-07
ENSG00000153956,CACNA2D1,6.29034010975478,3.9720973678269966e-09,9.642981337926243e-07
ENSG00000165259,HDX,6.257710222091196,3.946945234938254e-09,9.642981337926243e-07
ENSG00000164484,TMEM200A,6.218307169532315,4.089454512838371e-09,9.849094178301048e-07
ENSG00000135919,SERPINE2,6.2603984885973105,4.1466202941858356e-09,9.908136964359319e-07
ENSG00000103449,SALL1,6.277838254273003,4.180824619344138e-09,9.91182061707947e-07
ENSG00000137273,FOXF2,6.284001956294961,4.2793289654265086e-09,1.006670672750642e-06
ENSG00000259207,ITGB3,6.283029894222916,4.35061848817914e-09,1.015568220325263e-06
ENSG00000276107,THBS1-IT1,6.245931582372681,4.656249001615248e-09,1.0786147496413458e-06
ENSG00000180644,PRF1,6.259353272537916,4.692844920546402e-09,1.0788566057492508e-06
ENSG00000106034,CPED1,6.21865629195266,5.0235744556394155e-09,1.1462059430889753e-06
ENSG00000138135,CH25H,6.1872607322083555,5.077452106641534e-09,1.1498534449861493e-06
ENSG00000162433,AK4,6.213041219085779,5.2800049941260895e-09,1.1723114219272927e-06
ENSG00000023171,GRAMD1B,6.230077787992743,5.2347369930331366e-09,1.1723114219272927e-06
ENSG00000127152,BCL11B,6.19557889299957,5.292515152047687e-09,1.1723114219272927e-06
ENSG00000121966,CXCR4,6.206233914056448,5.6338650832850466e-09,1.2364302921538713e-06
ENSG00000148848,ADAM12,6.154860694658973,5.663474942641142e-09,1.2364302921538713e-06
ENSG00000229776,C4B-AS1,6.167561366456404,5.8287705107203154e-09,1.2390134914585201e-06
ENSG00000233627,C4A-AS1,6.167561366456404,5.8287705107203154e-09,1.2390134914585201e-06
ENSG00000078098,FAP,6.179903361609963,5.8794550441582706e-09,1.2390134914585201e-06
ENSG00000075884,ARHGAP15,6.175639382395918,5.856235078191045e-09,1.2390134914585201e-06
ENSG00000138316,ADAMTS14,6.149510104795706,5.767210723727467e-09,1.2390134914585201e-06
ENSG00000115252,PDE1A,6.219233620560797,5.944974284480262e-09,1.24418061818509e-06
ENSG00000165895,ARHGAP42,6.2052110509263665,6.101791222575546e-09,1.2682531263032706e-06
ENSG00000281453,TGFB2-OT1,6.171121319300382,6.155186926806395e-09,1.2706483161963733e-06
ENSG00000114450,GNB4,6.260005636652026,6.290252864005438e-09,1.2897568473723584e-06
ENSG00000198286,CARD11,6.210237391559385,6.367665760988348e-09,1.2968670146506873e-06
ENSG00000165633,VSTM4,6.190022448621368,6.412092553827708e-09,1.2972090709230376e-06
ENSG00000225285,LINC01770,6.187163066856191,6.5158754250619515e-09,1.3094752029730462e-06
ENSG00000197380,DACT3,6.135461348096871,6.729033159934862e-09,1.340424024398959e-06
ENSG00000037280,FLT4,6.203570395755329,6.772204721861053e-09,1.340424024398959e-06
ENSG00000158715,SLC45A3,6.173487493522917,6.802389104245689e-09,1.340424024398959e-06
ENSG00000014914,MTMR11,6.182034740367842,6.891010349952705e-09,1.3491264521268696e-06
ENSG00000101236,RNF24,6.210076643950903,7.0569201259832635e-09,1.3576412925443504e-06
ENSG00000280832,GSEC,6.137921647243111,7.068718256838047e-09,1.3576412925443504e-06
ENSG00000126785,RHOJ,6.242930632964438,7.0609171361521375e-09,1.3576412925443504e-06
ENSG00000145386,CCNA2,6.1636348838018895,7.201786271169242e-09,1.3672761573029505e-06
ENSG00000174473,GALNTL6,6.104932707134525,7.208995754579584e-09,1.3672761573029505e-06
ENSG00000162998,FRZB,6.15555966483204,7.3967401217057634e-09,1.3686675349590434e-06
ENSG00000054967,RELT,6.137422748425263,7.3837244152041785e-09,1.3686675349590434e-06
ENSG00000120820,GLT8D2,6.168562855623369,7.2858135697753225e-09,1.3686675349590434e-06
ENSG00000091656,ZFHX4,6.115215218987132,7.332184491317398e-09,1.3686675349590434e-06
ENSG00000147138,GPR174,6.098466603171743,7.459920026461076e-09,1.3719923219575019e-06
ENSG00000184349,EFNA5,6.118262866839134,7.708038749558727e-09,1.4090852041813803e-06
ENSG00000061337,LZTS1,6.143161097533576,7.80617514889332e-09,1.4100368515971229e-06
ENSG00000221963,APOL6,6.2057526232824936,7.784377442568302e-09,1.4100368515971229e-06
ENSG00000262001,DLGAP1-AS2,6.138894652160726,7.903401188484271e-09,1.4191515530517379e-06
ENSG00000113657,DPYSL3,6.173917092358389,7.952015543553298e-09,1.4194815510862847e-06
ENSG00000250510,GPR162,6.161344231888761,8.080351710250756e-09,1.4339552806974822e-06
ENSG00000124212,PTGIS,6.106362997450019,8.17707733952356e-09,1.4425550596665388e-06
ENSG00000119125,GDA,6.126731461556174,8.223885366187017e-09,1.4425550596665388e-06
ENSG00000132693,CRP,6.071765632217765,8.531422517109364e-09,1.4878996994494296e-06
ENSG00000100626,GALNT16,6.153312689508038,9.082666858515427e-09,1.5749863342200523e-06
ENSG00000124216,SNAI1,6.138818748733364,9.222078165383274e-09,1.5900749091290956e-06
ENSG00000253304,TMEM200B,6.103446096762776,9.538986083738942e-09,1.6354241338821577e-06
ENSG00000234690,EPCAM-DT,6.122840170473157,9.737866266467601e-09,1.6601420770911563e-06
ENSG00000219607,PPP1R3G,6.040750457413779,9.978401720946762e-09,1.6916456906360357e-06
ENSG00000133321,PLAAT4,6.13213304387281,1.0152279047518929e-08,1.7115614443111634e-06
ENSG00000164106,SCRG1,6.0343067998966475,1.0328251201064008e-08,1.7131102806788952e-06
ENSG00000166813,KIF7,6.118143624899471,1.0356944853474343e-08,1.7131102806788952e-06
ENSG00000266289,LINC02933,6.130024627253972,1.0387276466253105e-08,1.7131102806788952e-06
ENSG00000198108,CHSY3,6.1144304324682235,1.0224496467724573e-08,1.7131102806788952e-06
ENSG00000132000,PODNL1,6.050244140046197,1.0448177495393849e-08,1.7138399690552526e-06
ENSG00000168679,SLC16A4,6.102638382090917,1.0853160965404868e-08,1.7612300676800862e-06
ENSG00000138795,LEF1,6.068369821664073,1.0851267281027403e-08,1.7612300676800862e-06
ENSG00000198542,ITGBL1,6.064334106923747,1.111447304155897e-08,1.794041483612492e-06
ENSG00000166845,C18orf54,6.072403659603737,1.1236368607648331e-08,1.8041208559137368e-06
ENSG00000119865,CNRIP1,6.122543555856374,1.154114984969325e-08,1.8192861500439899e-06
ENSG00000135362,PRR5L,6.0604687910991775,1.1470932907264223e-08,1.8192861500439899e-06
ENSG00000151388,ADAMTS12,6.027016237253803,1.1467195266395178e-08,1.8192861500439899e-06
ENSG00000163364,LINC01116,6.065393294254719,1.1570626341477956e-08,1.8192861500439899e-06
ENSG00000042980,ADAM28,6.107609679724716,1.174175306893002e-08,1.827800679548914e-06
ENSG00000110427,KIAA1549L,6.02415683760446,1.1745242618863711e-08,1.827800679548914e-06
ENSG00000105664,COMP,6.016351333886064,1.2001756593243664e-08,1.8581903345845522e-06
ENSG00000163053,SLC16A14,6.044308022432445,1.2382402186938547e-08,1.9073927754560263e-06
ENSG00000178033,CALHM5,6.008272634623252,1.2497607249371062e-08,1.9154161090374454e-06
ENSG00000144730,IL17RD,6.075704828452706,1.2605133373041921e-08,1.9221878258207544e-06
ENSG00000243701,DUBR,6.056391449006937,1.3030005860041846e-08,1.967206755367313e-06
ENSG00000150510,FAM124A,6.087571556036204,1.3013974169396602e-08,1.967206755367313e-06
ENSG00000125735,TNFSF14,5.993342200392773,1.3107241121406075e-08,1.969070985495984e-06
ENSG00000103257,SLC7A5,6.000264113892462,1.3180758768630206e-08,1.9703611112948385e-06
ENSG00000104967,NOVA2,6.0298443435613045,1.3573644845473085e-08,2.019146208238854e-06
ENSG00000224420,ADM5,6.080781076907692,1.3713811822885969e-08,2.0201909396956195e-06
ENSG00000007264,MATK,6.020556962867932,1.3686764332978523e-08,2.0201909396956195e-06
