,0
TCGA_FR_A728,0.5076645161290322
TCGA_GN_A4U8_11,0.5594387096774194
TCGA_GN_A8LL_06,0.45994838709677416
TCGA_FR_A8YC_06,0.5231766666666666
TCGA_DA_A95X_06,0.33022580645161287
TCGA_ER_A42K_06,0.4367677419354839
TCGA_D3_A8GO_06,0.5238741935483872
TCGA_D3_A8GK_06,0.5012677419354837
TCGA_WE_A8JZ_06,0.26249
TCGA_WE_A8ZO_06,0.5890548387096775
TCGA_D3_A8GI_06,0.4563935483870967
TCGA_FS_A4FC_06,0.4507193548387097
TCGA_FS_A4F2_06,0.29966774193548384
TCGA_WE_A8ZM_06,0.47490322580645156
TCGA_WE_A8ZT_06,0.38702580645161283
TCGA_D3_A8GQ_06,0.4980612903225806
TCGA_D3_A8GB_06,0.6249032258064516
TCGA_DA_A95Y_06,0.42292258064516125
TCGA_EE_A3JI_06,0.5769258064516128
TCGA_OD_A75X_06,0.45108387096774194
TCGA_DA_A960,0.16200645161290322
TCGA_D3_A8GV_06,0.40237333333333325
TCGA_WE_A8ZN_06,0.5565
TCGA_D3_A8GN_06,0.5177096774193548
TCGA_EB_A550,0.5035166666666667
TCGA_BF_A5EQ,0.5795935483870968
TCGA_EB_A3HV,0.5251419354838709
TCGA_HR_A5NC,0.45221612903225805
TCGA_DA_A95Z_06,0.49379032258064515
TCGA_EB_A6QZ,0.39416206896551725
TCGA_FW_A3I3_06,0.5066354838709677
TCGA_WE_A8K6_06,0.44848709677419357
TCGA_D3_A8GP_06,0.5485096774193547
TCGA_EB_A42Z,0.4204129032258064
TCGA_GN_A4U4_06,0.43384516129032263
TCGA_GF_A4EO_06,0.5275387096774193
TCGA_GN_A8LK_06,0.5336096774193549
TCGA_WE_A8K4,0.5632774193548387
TCGA_DA_A95W_06,0.6715199999999999
TCGA_FW_A5DX,0.3024193548387097
TCGA_GN_A4U3_06,0.40028387096774193
TCGA_EB_A6QY,0.4234366666666667
TCGA_EB_A5VU,0.3864870967741935
TCGA_Z2_A8RT_06,0.5530612903225807
TCGA_WE_A8K1_06,0.4883387096774193
TCGA_EB_A41B,0.4465903225806452
TCGA_WE_A8ZY_06,0.4645483870967742
TCGA_D9_A6EG_06,0.20231000000000002
TCGA_BF_A5ER,0.5135354838709677
TCGA_FR_A8YD_06,0.6211774193548388
TCGA_FS_A4F9_06,0.5498419354838711
TCGA_EB_A6R0,0.4029689655172413
TCGA_ER_A42L_06,0.5903935483870968
TCGA_D3_A8GJ_06,0.6379258064516129
TCGA_FR_A8YE_06,0.5906032258064516
TCGA_WE_A8ZR_06,0.6620451612903225
TCGA_BF_A9VF,0.41445483870967736
TCGA_EE_A3JH_06,0.5525161290322582
TCGA_DA_A95V_06,0.484525806451613
TCGA_GF_A769,0.44334838709677415
TCGA_D9_A4Z2,0.34208387096774184
TCGA_FR_A44A_06,0.5900266666666667
TCGA_EB_A5VV_06,0.597632258064516
TCGA_EE_A180_06,0.5223064516129031
TCGA_D3_A8GC_06,0.6054967741935483
TCGA_WE_A8K5_06,0.49426000000000003
TCGA_GN_A8LN,0.3961612903225807
TCGA_EE_A3JB_06,0.49297419354838706
TCGA_D3_A3MO_06,0.4956064516129033
TCGA_ER_A42H,0.3493903225806452
TCGA_WE_A8ZX_06,0.47776774193548394
TCGA_GN_A4U5,0.5078483870967743
TCGA_D3_A8GS_06,0.4483548387096774
TCGA_WE_A8ZQ_06,0.6126290322580644
TCGA_EE_A2MF_06,0.4639193548387097
TCGA_D3_A5GU_06,0.6397322580645163
TCGA_GN_A4U8_06,0.44882903225806453
TCGA_EB_A42Y,0.15822999999999998
TCGA_D3_A3ML_06,0.3968566666666667
TCGA_EB_A551,0.5554387096774193
TCGA_D3_A8GM_06,0.48446774193548386
TCGA_D3_A8GL_06,0.7469354838709676
TCGA_D3_A3MU_06,0.5828838709677417
TCGA_FS_A4F0_06,0.15225161290322578
TCGA_D3_A3MV_06,0.42042580645161287
TCGA_GN_A4U7_06,0.35494838709677423
TCGA_FR_A2OS,0.5464766666666666
TCGA_D3_A2JE_06,0.5020645161290322
