,0
TCGA_VQ_A94P,0.5233032258064515
TCGA_D7_6521,0.5238193548387097
TCGA_VQ_A8PE,0.34253870967741945
TCGA_D7_6519,0.35230645161290325
TCGA_BR_6452,0.47172903225806445
TCGA_BR_8485,0.34492903225806454
TCGA_VQ_A8PO,0.43288064516129027
TCGA_VQ_AA69,0.3934129032258065
TCGA_BR_8683,0.5476645161290323
TCGA_BR_8486,0.3707290322580645
TCGA_D7_6522,0.5859935483870967
TCGA_CG_5716,0.5314258064516129
TCGA_BR_8589,0.6191483870967742
TCGA_BR_8382,0.49384193548387095
TCGA_VQ_AA68,0.42473225806451614
TCGA_VQ_A8PJ,0.30993548387096775
TCGA_VQ_A8PH,0.3510354838709678
TCGA_HU_8604,0.5320548387096773
TCGA_BR_8676,0.45030645161290317
TCGA_CG_4441,0.3505096774193549
TCGA_D7_6520,0.2993483870967742
TCGA_VQ_AA64,0.5350387096774194
TCGA_D7_6527,0.2835
TCGA_VQ_A8PM,0.518141935483871
TCGA_VQ_A923,0.4906129032258065
TCGA_BR_8384,0.5314612903225807
TCGA_BR_6453,0.5777322580645161
TCGA_VQ_A928,0.4489451612903225
TCGA_VQ_A8E0,0.5437419354838712
TCGA_BR_8679,0.37240967741935493
TCGA_VQ_A91S,0.5079612903225807
TCGA_BR_8678,0.702125806451613
TCGA_D7_6528,0.2730161290322581
TCGA_VQ_A8E7,0.47991612903225805
TCGA_BR_8680,0.4326548387096774
TCGA_BR_8483,0.38223225806451616
TCGA_BR_6566,0.45808387096774206
TCGA_VQ_A91X,0.27949354838709684
TCGA_VQ_A91Q,0.5658451612903226
TCGA_VQ_A92D,0.5081161290322581
TCGA_VQ_A91Z,0.6336290322580644
TCGA_BR_6455,0.30240645161290325
TCGA_BR_8591,0.43748387096774194
TCGA_HU_8608,0.610858064516129
TCGA_VQ_A94U,0.43736129032258064
TCGA_VQ_A94T,0.4773806451612903
TCGA_VQ_A91A,0.4475645161290323
TCGA_VQ_A91D,0.4230451612903225
TCGA_D7_6518,0.5333774193548387
TCGA_BR_8484,0.41009032258064515
TCGA_VQ_A91N,0.31365161290322585
TCGA_VQ_A91E,0.44665806451612905
TCGA_VQ_A8PY,0.537
TCGA_HU_8602,0.5655870967741936
TCGA_BR_8381,0.5623483870967741
TCGA_BR_6452_11,0.5511064516129033
TCGA_IN_8663,0.3498064516129032
TCGA_VQ_A8PS,0.5118322580645162
TCGA_VQ_A91W,0.47013225806451614
TCGA_BR_6454,0.5763580645161289
TCGA_BR_8682,0.5692258064516129
TCGA_VQ_A91V,0.35007741935483855
TCGA_VQ_A8PZ,0.4746516129032259
TCGA_BR_8590,0.49492258064516126
TCGA_F1_6177,0.3910548387096775
TCGA_VQ_A8PQ,0.5794645161290323
TCGA_VQ_A91U,0.27069999999999994
TCGA_VQ_AA6I,0.34914838709677426
TCGA_CG_4437,0.5275548387096773
TCGA_VQ_A8PP,0.47936774193548376
TCGA_BR_6565,0.34544193548387103
TCGA_VQ_A91Y,0.39478709677419344
TCGA_VQ_A8PF,0.5784129032258065
TCGA_BR_6456,0.42809032258064517
TCGA_BR_6458,0.37509354838709685
TCGA_VQ_A925,0.26524516129032255
TCGA_VQ_A927,0.5102741935483871
TCGA_BR_8592,0.5431838709677419
TCGA_BR_6566_11,0.5611967741935484
TCGA_IN_AB1V,0.43118387096774186
TCGA_VQ_AA6F,0.48958064516129035
TCGA_VQ_AA6J,0.5735387096774194
TCGA_BR_8487,0.3727451612903226
TCGA_D7_6525,0.5265967741935484
TCGA_VQ_A94O,0.3828451612903226
TCGA_BR_8588,0.570067741935484
TCGA_HU_8610,0.6148612903225806
TCGA_D7_6526,0.15069032258064516
TCGA_VQ_A8PD,0.5552967741935483
TCGA_D7_6524,0.5295129032258065
TCGA_3M_AB46,0.3918322580645162
TCGA_3M_AB47,0.42164838709677416
TCGA_BR_8677,0.5533096774193548
TCGA_BR_6457,0.5385193548387097
TCGA_BR_8687,0.4040096774193548
